customer_id,signup_date,gender,age,city,state,acquisition_channel,customer_type,income_band
CUST025888,2024-08-25,Female,53,Chandigarh,Chandigarh,Referral,New,Low
CUST025889,2024-10-02,Female,43,Chennai,Tamil Nadu,Referral,Loyal,Middle
CUST025890,2025-07-15,Male,20,Chennai,Tamil Nadu,Google Ads,New,Middle
CUST025891,2025-03-25,Male,32,Lucknow,Uttar Pradesh,Referral,Loyal,Upper-Middle
CUST025892,2024-12-30,Male,42,Pune,Maharashtra,Instagram,Loyal,High
CUST025893,2024-06-06,Male,46,Bengaluru,Karnataka,Email,Returning,Upper-Middle
CUST025894,2024-09-14,Female,31,Chandigarh,Chandigarh,Google Ads,Loyal,Middle
CUST025895,2024-01-20,Female,50,Kochi,Kerala,Organic Search,Loyal,Lower-Middle
CUST025896,2025-04-15,Female,21,Jaipur,Rajasthan,Affiliate,New,Middle
CUST025897,2025-09-06,Female,32,Lucknow,Uttar Pradesh,Organic Search,New,Lower-Middle
CUST025898,2025-06-10,Male,32,Kochi,Kerala,Organic Search,New,Lower-Middle
CUST025899,2024-07-25,Male,44,Indore,Madhya Pradesh,Email,New,Upper-Middle
CUST025900,2024-11-18,Female,47,Hyderabad,Telangana,Instagram,Loyal,Middle
CUST025901,2025-10-02,Male,47,Kolkata,West Bengal,Google Ads,Returning,Upper-Middle
CUST025902,2024-10-11,Male,20,Surat,Gujarat,Affiliate,Loyal,Middle
CUST025903,2025-07-15,Male,36,Kolkata,West Bengal,Affiliate,New,Upper-Middle
CUST025904,2025-01-21,Female,19,Nagpur,Maharashtra,Organic Search,Returning,Low
CUST025905,2024-11-29,Female,35,Chandigarh,Chandigarh,Organic Search,Loyal,Lower-Middle
CUST025906,2025-01-26,Male,51,Lucknow,Uttar Pradesh,Instagram,Returning,Lower-Middle
CUST025907,2024-05-29,Female,55,Kochi,Kerala,Email,Loyal,Upper-Middle
CUST025908,2024-10-11,Male,39,Surat,Gujarat,Referral,Returning,Lower-Middle
CUST025909,2024-07-22,Male,37,Pune,Maharashtra,Google Ads,New,Lower-Middle
CUST025910,2025-05-21,Male,33,Indore,Madhya Pradesh,Google Ads,Returning,Middle
CUST025911,2025-02-13,Male,34,Indore,Madhya Pradesh,Affiliate,New,Middle
CUST025912,2024-09-24,Non-binary,49,Chandigarh,Chandigarh,Google Ads,New,Middle
CUST025913,2025-07-04,Male,26,Mumbai,Maharashtra,Email,New,Upper-Middle
CUST025914,2024-10-30,Female,32,Mumbai,Maharashtra,Instagram,Loyal,Lower-Middle
CUST025915,2025-09-29,Female,34,Nagpur,Maharashtra,Instagram,New,Low
CUST025916,2025-02-08,Male,27,Pune,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST025917,2025-08-15,Female,39,Chandigarh,Chandigarh,Organic Search,New,Middle
CUST025918,2025-10-22,Male,50,Ahmedabad,Gujarat,Organic Search,New,Lower-Middle
CUST025919,2024-08-06,Male,41,Bengaluru,Karnataka,Instagram,Loyal,Upper-Middle
CUST025920,2024-06-23,Male,27,Indore,Madhya Pradesh,Google Ads,Returning,Middle
CUST025921,2025-07-13,Female,27,Mumbai,Maharashtra,Instagram,New,Upper-Middle
CUST025922,2024-06-04,Male,21,Hyderabad,Telangana,Google Ads,New,High
CUST025923,2025-05-18,Male,33,Chennai,Tamil Nadu,Organic Search,Loyal,Lower-Middle
CUST025924,2024-04-28,Male,26,Indore,Madhya Pradesh,Email,Loyal,Middle
CUST025925,2025-08-04,Female,36,Lucknow,Uttar Pradesh,Instagram,Returning,Middle
CUST025926,2025-04-06,Female,27,Mumbai,Maharashtra,Email,Returning,Lower-Middle
CUST025927,2024-12-14,Female,20,Delhi,Delhi,Instagram,Returning,Low
CUST025928,2024-10-27,Female,18,Hyderabad,Telangana,Instagram,Returning,Lower-Middle
CUST025929,2025-03-02,Male,40,Jaipur,Rajasthan,Instagram,Loyal,Upper-Middle
CUST025930,2024-09-16,Male,20,Indore,Madhya Pradesh,Instagram,New,Lower-Middle
CUST025931,2024-09-23,Male,39,Pune,Maharashtra,Referral,Returning,Middle
CUST025932,2024-05-16,Male,27,Ahmedabad,Gujarat,Instagram,New,Middle
CUST025933,2024-04-15,Female,37,Delhi,Delhi,Google Ads,Loyal,Upper-Middle
CUST025934,2025-08-19,Female,34,Kolkata,West Bengal,Google Ads,New,Middle
CUST025935,2025-05-16,Male,35,Lucknow,Uttar Pradesh,Affiliate,Returning,Upper-Middle
CUST025936,2024-10-23,Non-binary,44,Ahmedabad,Gujarat,Organic Search,Loyal,Middle
CUST025937,2025-07-10,Female,27,Kolkata,West Bengal,Affiliate,New,Middle
CUST025938,2025-02-10,Female,49,Kolkata,West Bengal,Referral,New,Middle
CUST025939,2025-02-04,Male,42,Pune,Maharashtra,Organic Search,New,Lower-Middle
CUST025940,2024-03-16,Female,31,Pune,Maharashtra,Affiliate,New,Upper-Middle
CUST025941,2024-12-26,Non-binary,32,Bengaluru,Karnataka,Instagram,Loyal,Lower-Middle
CUST025942,2024-03-13,Male,35,Delhi,Delhi,Google Ads,Returning,Lower-Middle
CUST025943,2025-04-02,Male,30,Nagpur,Maharashtra,Organic Search,Returning,Lower-Middle
CUST025944,2024-02-15,Female,18,Ahmedabad,Gujarat,Instagram,New,Middle
CUST025945,2024-12-10,Female,24,Chandigarh,Chandigarh,Affiliate,New,Middle
CUST025946,2024-09-02,Female,24,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST025947,2024-03-28,Male,32,Chennai,Tamil Nadu,Referral,New,Middle
CUST025948,2024-11-12,Female,22,Bengaluru,Karnataka,Referral,Loyal,Upper-Middle
CUST025949,2024-05-14,Female,42,Chennai,Tamil Nadu,Organic Search,Returning,Middle
CUST025950,2024-06-12,Male,35,Pune,Maharashtra,Organic Search,Returning,Middle
CUST025951,2025-08-18,Female,30,Jaipur,Rajasthan,Google Ads,Returning,Middle
CUST025952,2024-08-21,Female,26,Surat,Gujarat,Google Ads,Loyal,Upper-Middle
CUST025953,2024-09-27,Male,34,Chandigarh,Chandigarh,Email,Returning,Upper-Middle
CUST025954,2024-01-05,Male,43,Ahmedabad,Gujarat,Instagram,Loyal,Low
CUST025955,2024-07-20,Female,18,Surat,Gujarat,Instagram,New,Middle
CUST025956,2024-08-22,Male,19,Ahmedabad,Gujarat,Organic Search,Returning,Lower-Middle
CUST025957,2025-04-26,Male,24,Chandigarh,Chandigarh,Google Ads,Returning,Upper-Middle
CUST025958,2024-03-20,Female,21,Chandigarh,Chandigarh,Google Ads,Returning,Lower-Middle
CUST025959,2025-09-14,Male,19,Chennai,Tamil Nadu,Affiliate,New,Upper-Middle
CUST025960,2024-03-26,Male,34,Pune,Maharashtra,Organic Search,Loyal,Upper-Middle
CUST025961,2025-03-12,Non-binary,34,Surat,Gujarat,Organic Search,Loyal,Lower-Middle
CUST025962,2024-01-04,Female,30,Ahmedabad,Gujarat,Google Ads,Returning,Lower-Middle
CUST025963,2025-07-02,Male,36,Kolkata,West Bengal,Organic Search,New,Lower-Middle
CUST025964,2025-04-10,Male,33,Chennai,Tamil Nadu,Organic Search,Returning,Lower-Middle
CUST025965,2025-07-14,Male,26,Bengaluru,Karnataka,Email,Loyal,Middle
CUST025966,2025-09-15,Female,30,Surat,Gujarat,Referral,New,Lower-Middle
CUST025967,2025-07-11,Male,36,Jaipur,Rajasthan,Instagram,Returning,Middle
CUST025968,2025-02-19,Male,22,Bengaluru,Karnataka,Instagram,New,Lower-Middle
CUST025969,2025-07-14,Female,37,Chandigarh,Chandigarh,Email,Loyal,Lower-Middle
CUST025970,2024-03-05,Female,18,Chandigarh,Chandigarh,Instagram,New,Lower-Middle
CUST025971,2025-03-07,Female,34,Surat,Gujarat,Email,New,Lower-Middle
CUST025972,2025-10-24,Female,37,Chandigarh,Chandigarh,Google Ads,Returning,Lower-Middle
CUST025973,2024-09-09,Female,24,Pune,Maharashtra,Organic Search,Loyal,Middle
CUST025974,2025-10-14,Male,45,Chennai,Tamil Nadu,Instagram,Returning,Middle
CUST025975,2024-12-04,Male,45,Indore,Madhya Pradesh,Instagram,Returning,Upper-Middle
CUST025976,2024-11-09,Male,36,Pune,Maharashtra,Organic Search,Loyal,Middle
CUST025977,2024-07-19,Male,50,Pune,Maharashtra,Instagram,Returning,Middle
CUST025978,2024-03-13,Female,26,Surat,Gujarat,Google Ads,Returning,Middle
CUST025979,2025-08-09,Female,43,Delhi,Delhi,Email,Returning,High
CUST025980,2025-04-27,Male,48,Bengaluru,Karnataka,Affiliate,Loyal,Middle
CUST025981,2024-09-24,Male,23,Jaipur,Rajasthan,Organic Search,New,Low
CUST025982,2025-10-05,Female,35,Surat,Gujarat,Referral,Loyal,Upper-Middle
CUST025983,2024-05-02,Male,19,Lucknow,Uttar Pradesh,Google Ads,Returning,Lower-Middle
CUST025984,2025-06-04,Female,42,Chandigarh,Chandigarh,Referral,New,Lower-Middle
CUST025985,2024-10-29,Female,51,Bengaluru,Karnataka,Affiliate,Loyal,Lower-Middle
CUST025986,2025-02-21,Female,29,Ahmedabad,Gujarat,Organic Search,Returning,Middle
CUST025987,2024-01-25,Male,34,Indore,Madhya Pradesh,Organic Search,Loyal,Upper-Middle
CUST025988,2025-02-12,Female,29,Pune,Maharashtra,Organic Search,Returning,Low
CUST025989,2025-03-30,Female,59,Kolkata,West Bengal,Referral,New,Upper-Middle
CUST025990,2025-10-16,Female,25,Jaipur,Rajasthan,Instagram,New,Low
CUST025991,2024-08-19,Male,25,Bengaluru,Karnataka,Google Ads,New,Low
CUST025992,2024-02-18,Female,40,Kolkata,West Bengal,Email,Loyal,Low
CUST025993,2024-02-11,Female,33,Bengaluru,Karnataka,Google Ads,Returning,Middle
CUST025994,2024-04-10,Male,59,Jaipur,Rajasthan,Email,Returning,Middle
CUST025995,2024-07-19,Male,54,Ahmedabad,Gujarat,Instagram,New,Upper-Middle
CUST025996,2025-07-09,Male,40,Ahmedabad,Gujarat,Organic Search,New,Low
CUST025997,2024-05-10,Female,43,Ahmedabad,Gujarat,Google Ads,Loyal,Upper-Middle
CUST025998,2024-04-07,Male,41,Kochi,Kerala,Referral,Loyal,Upper-Middle
CUST025999,2024-01-22,Male,44,Delhi,Delhi,Organic Search,Loyal,Middle
CUST026000,2024-09-13,Female,39,Delhi,Delhi,Referral,Returning,Middle
CUST026001,2025-02-07,Male,24,Mumbai,Maharashtra,Google Ads,New,Low
CUST026002,2024-07-07,Female,26,Surat,Gujarat,Affiliate,Returning,Middle
CUST026003,2024-11-27,Male,44,Kolkata,West Bengal,Organic Search,Returning,Low
CUST026004,2024-06-11,Female,29,Delhi,Delhi,Affiliate,New,Lower-Middle
CUST026005,2025-06-19,Male,47,Nagpur,Maharashtra,Google Ads,Loyal,Lower-Middle
CUST026006,2024-01-18,Male,41,Chandigarh,Chandigarh,Instagram,Returning,Upper-Middle
CUST026007,2024-05-14,Female,22,Kochi,Kerala,Affiliate,Returning,Lower-Middle
CUST026008,2025-01-13,Female,23,Ahmedabad,Gujarat,Organic Search,Loyal,Upper-Middle
CUST026009,2025-07-17,Male,21,Ahmedabad,Gujarat,Affiliate,Returning,Upper-Middle
CUST026010,2024-09-25,Male,42,Lucknow,Uttar Pradesh,Google Ads,New,Middle
CUST026011,2024-02-16,Male,46,Kolkata,West Bengal,Affiliate,Loyal,Lower-Middle
CUST026012,2025-01-04,Male,30,Hyderabad,Telangana,Google Ads,Returning,Middle
CUST026013,2024-06-29,Male,34,Chennai,Tamil Nadu,Google Ads,Loyal,High
CUST026014,2024-07-22,Female,37,Ahmedabad,Gujarat,Referral,Returning,Middle
CUST026015,2025-09-08,Male,43,Ahmedabad,Gujarat,Email,Returning,Upper-Middle
CUST026016,2025-09-21,Male,31,Chandigarh,Chandigarh,Organic Search,Loyal,Middle
CUST026017,2024-06-22,Female,38,Surat,Gujarat,Organic Search,New,Low
CUST026018,2025-01-30,Female,33,Bengaluru,Karnataka,Instagram,Returning,Upper-Middle
CUST026019,2024-12-27,Male,18,Chennai,Tamil Nadu,Google Ads,Loyal,Middle
CUST026020,2025-10-05,Female,48,Ahmedabad,Gujarat,Google Ads,Loyal,Middle
CUST026021,2025-09-25,Female,37,Chandigarh,Chandigarh,Google Ads,Returning,Upper-Middle
CUST026022,2024-08-22,Female,32,Lucknow,Uttar Pradesh,Referral,New,Lower-Middle
CUST026023,2024-01-18,Male,26,Hyderabad,Telangana,Organic Search,New,Middle
CUST026024,2024-01-02,Female,27,Kolkata,West Bengal,Organic Search,Returning,Lower-Middle
CUST026025,2024-01-04,Female,20,Nagpur,Maharashtra,Google Ads,Returning,Middle
CUST026026,2025-06-06,Non-binary,23,Pune,Maharashtra,Referral,New,Middle
CUST026027,2025-05-09,Female,25,Pune,Maharashtra,Organic Search,Returning,Upper-Middle
CUST026028,2025-07-07,Male,28,Kolkata,West Bengal,Google Ads,Loyal,Middle
CUST026029,2024-04-03,Non-binary,47,Indore,Madhya Pradesh,Google Ads,New,Low
CUST026030,2024-02-09,Male,40,Indore,Madhya Pradesh,Instagram,New,Middle
CUST026031,2024-04-24,Female,25,Hyderabad,Telangana,Organic Search,New,Middle
CUST026032,2025-02-22,Male,18,Jaipur,Rajasthan,Referral,New,Low
CUST026033,2024-01-07,Female,25,Jaipur,Rajasthan,Organic Search,New,Middle
CUST026034,2025-03-18,Female,48,Chandigarh,Chandigarh,Organic Search,Loyal,Upper-Middle
CUST026035,2025-08-17,Non-binary,41,Hyderabad,Telangana,Google Ads,New,Middle
CUST026036,2024-04-07,Female,32,Chandigarh,Chandigarh,Instagram,Loyal,Lower-Middle
CUST026037,2025-05-09,Male,34,Jaipur,Rajasthan,Organic Search,Returning,Upper-Middle
CUST026038,2025-01-04,Female,45,Kolkata,West Bengal,Email,New,Lower-Middle
CUST026039,2025-09-23,Male,34,Chandigarh,Chandigarh,Organic Search,Returning,Middle
CUST026040,2024-06-11,Male,57,Indore,Madhya Pradesh,Organic Search,Loyal,Middle
CUST026041,2024-05-31,Female,35,Mumbai,Maharashtra,Google Ads,Returning,Upper-Middle
CUST026042,2024-01-12,Non-binary,25,Surat,Gujarat,Instagram,Loyal,Middle
CUST026043,2025-04-16,Female,18,Delhi,Delhi,Organic Search,New,Middle
CUST026044,2025-08-02,Male,38,Nagpur,Maharashtra,Google Ads,Loyal,High
CUST026045,2024-01-13,Female,32,Bengaluru,Karnataka,Organic Search,Loyal,Upper-Middle
CUST026046,2024-11-24,Female,25,Pune,Maharashtra,Instagram,Loyal,Middle
CUST026047,2025-04-29,Male,41,Hyderabad,Telangana,Instagram,New,Middle
CUST026048,2025-06-06,Male,37,Ahmedabad,Gujarat,Affiliate,Loyal,Middle
CUST026049,2025-09-14,Male,29,Indore,Madhya Pradesh,Referral,Loyal,Lower-Middle
CUST026050,2025-04-28,Male,37,Pune,Maharashtra,Affiliate,Returning,Middle
CUST026051,2025-09-07,Female,33,Jaipur,Rajasthan,Affiliate,New,Middle
CUST026052,2025-09-12,Male,43,Ahmedabad,Gujarat,Instagram,Loyal,Lower-Middle
CUST026053,2024-10-19,Female,35,Chennai,Tamil Nadu,Google Ads,Returning,Lower-Middle
CUST026054,2024-09-29,Female,30,Nagpur,Maharashtra,Google Ads,Loyal,Lower-Middle
CUST026055,2024-10-13,Male,46,Surat,Gujarat,Email,Loyal,Middle
CUST026056,2025-09-28,Female,23,Kolkata,West Bengal,Referral,Returning,Middle
CUST026057,2024-07-07,Female,20,Delhi,Delhi,Organic Search,New,Upper-Middle
CUST026058,2025-05-18,Female,28,Kochi,Kerala,Affiliate,New,Upper-Middle
CUST026059,2025-02-22,Female,18,Kolkata,West Bengal,Google Ads,Loyal,Lower-Middle
CUST026060,2024-02-11,Male,19,Mumbai,Maharashtra,Google Ads,Loyal,Lower-Middle
CUST026061,2024-11-21,Female,32,Surat,Gujarat,Organic Search,Loyal,Middle
CUST026062,2024-05-10,Male,35,Mumbai,Maharashtra,Organic Search,New,Middle
CUST026063,2025-05-02,Non-binary,31,Nagpur,Maharashtra,Google Ads,Loyal,Upper-Middle
CUST026064,2024-10-26,Female,39,Delhi,Delhi,Instagram,Loyal,Lower-Middle
CUST026065,2024-08-26,Female,29,Ahmedabad,Gujarat,Organic Search,Loyal,Lower-Middle
CUST026066,2024-02-13,Male,18,Chennai,Tamil Nadu,Email,Loyal,Middle
CUST026067,2024-03-28,Male,41,Delhi,Delhi,Instagram,New,High
CUST026068,2025-05-26,Male,33,Indore,Madhya Pradesh,Instagram,Returning,Middle
CUST026069,2025-07-30,Male,41,Indore,Madhya Pradesh,Email,Loyal,Middle
CUST026070,2024-07-13,Male,40,Kolkata,West Bengal,Organic Search,Returning,Middle
CUST026071,2025-07-07,Male,45,Ahmedabad,Gujarat,Instagram,Returning,Low
CUST026072,2025-01-04,Female,25,Lucknow,Uttar Pradesh,Organic Search,New,Middle
CUST026073,2024-08-22,Female,22,Nagpur,Maharashtra,Google Ads,New,Upper-Middle
CUST026074,2024-10-29,Female,33,Pune,Maharashtra,Referral,Returning,Middle
CUST026075,2025-04-06,Female,33,Mumbai,Maharashtra,Affiliate,Returning,Middle
CUST026076,2025-08-31,Female,46,Kolkata,West Bengal,Affiliate,New,Lower-Middle
CUST026077,2024-11-25,Female,39,Ahmedabad,Gujarat,Email,New,Upper-Middle
CUST026078,2024-08-19,Female,35,Mumbai,Maharashtra,Organic Search,Returning,Upper-Middle
CUST026079,2025-05-24,Female,22,Mumbai,Maharashtra,Instagram,Returning,Upper-Middle
CUST026080,2024-12-17,Male,27,Hyderabad,Telangana,Organic Search,New,Middle
CUST026081,2024-09-17,Female,18,Surat,Gujarat,Email,New,Middle
CUST026082,2024-11-03,Female,26,Mumbai,Maharashtra,Instagram,Returning,Upper-Middle
CUST026083,2024-12-24,Male,36,Kochi,Kerala,Referral,Loyal,Low
CUST026084,2024-04-03,Male,39,Mumbai,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST026085,2024-02-08,Female,40,Kochi,Kerala,Organic Search,Returning,Lower-Middle
CUST026086,2025-03-20,Non-binary,42,Delhi,Delhi,Email,Loyal,Upper-Middle
CUST026087,2024-04-27,Female,40,Surat,Gujarat,Organic Search,Returning,Middle
CUST026088,2024-12-21,Male,28,Indore,Madhya Pradesh,Google Ads,Loyal,Lower-Middle
CUST026089,2025-06-07,Male,26,Bengaluru,Karnataka,Affiliate,Returning,Middle
CUST026090,2024-05-23,Male,47,Kolkata,West Bengal,Referral,New,Low
CUST026091,2024-09-12,Female,30,Chennai,Tamil Nadu,Organic Search,New,Low
CUST026092,2025-10-16,Male,31,Nagpur,Maharashtra,Affiliate,Loyal,Low
CUST026093,2024-01-24,Male,33,Chandigarh,Chandigarh,Google Ads,Loyal,Lower-Middle
CUST026094,2025-05-20,Female,19,Pune,Maharashtra,Instagram,Returning,Middle
CUST026095,2024-04-22,Female,32,Surat,Gujarat,Organic Search,Loyal,Upper-Middle
CUST026096,2025-08-28,Female,18,Kochi,Kerala,Affiliate,Loyal,Middle
CUST026097,2024-10-02,Male,40,Delhi,Delhi,Referral,New,Upper-Middle
CUST026098,2024-01-05,Male,30,Kolkata,West Bengal,Organic Search,Loyal,Middle
CUST026099,2025-04-25,Male,28,Kochi,Kerala,Referral,New,Lower-Middle
CUST026100,2024-04-08,Female,18,Kolkata,West Bengal,Email,Loyal,Lower-Middle
CUST026101,2024-08-31,Male,37,Lucknow,Uttar Pradesh,Email,New,Middle
CUST026102,2024-12-02,Female,58,Ahmedabad,Gujarat,Google Ads,Loyal,Upper-Middle
CUST026103,2025-05-13,Male,28,Chandigarh,Chandigarh,Email,New,Middle
CUST026104,2024-10-07,Male,34,Kolkata,West Bengal,Organic Search,New,Middle
CUST026105,2025-07-28,Male,50,Delhi,Delhi,Organic Search,New,Lower-Middle
CUST026106,2024-11-18,Female,58,Surat,Gujarat,Email,New,Lower-Middle
CUST026107,2024-08-16,Female,22,Kochi,Kerala,Email,Returning,Middle
CUST026108,2024-08-13,Female,46,Hyderabad,Telangana,Instagram,Returning,Middle
CUST026109,2025-06-19,Male,18,Lucknow,Uttar Pradesh,Email,Loyal,Middle
CUST026110,2025-03-20,Male,18,Hyderabad,Telangana,Affiliate,Loyal,Middle
CUST026111,2024-03-25,Male,18,Bengaluru,Karnataka,Google Ads,Returning,Middle
CUST026112,2025-05-17,Female,30,Indore,Madhya Pradesh,Google Ads,New,Middle
CUST026113,2024-10-04,Male,18,Indore,Madhya Pradesh,Organic Search,New,Lower-Middle
CUST026114,2024-08-21,Male,47,Jaipur,Rajasthan,Organic Search,Loyal,Upper-Middle
CUST026115,2024-03-06,Female,34,Chennai,Tamil Nadu,Google Ads,New,Middle
CUST026116,2025-10-29,Female,40,Lucknow,Uttar Pradesh,Organic Search,Loyal,Middle
CUST026117,2024-02-05,Male,31,Indore,Madhya Pradesh,Referral,Returning,Middle
CUST026118,2025-10-28,Male,28,Pune,Maharashtra,Instagram,Loyal,High
CUST026119,2024-02-13,Male,33,Chandigarh,Chandigarh,Affiliate,Loyal,Low
CUST026120,2024-12-04,Female,53,Chennai,Tamil Nadu,Organic Search,Loyal,Middle
CUST026121,2024-03-11,Female,36,Chennai,Tamil Nadu,Organic Search,Loyal,High
CUST026122,2024-11-25,Male,36,Nagpur,Maharashtra,Affiliate,Returning,Lower-Middle
CUST026123,2025-07-13,Male,23,Nagpur,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST026124,2025-01-29,Male,24,Lucknow,Uttar Pradesh,Google Ads,Returning,Low
CUST026125,2024-12-29,Male,27,Pune,Maharashtra,Organic Search,New,Middle
CUST026126,2024-03-20,Female,40,Kolkata,West Bengal,Referral,New,Low
CUST026127,2025-09-25,Male,37,Jaipur,Rajasthan,Google Ads,New,Lower-Middle
CUST026128,2024-09-08,Female,18,Surat,Gujarat,Google Ads,New,Low
CUST026129,2024-12-25,Male,38,Delhi,Delhi,Organic Search,Loyal,Middle
CUST026130,2025-08-23,Female,41,Lucknow,Uttar Pradesh,Organic Search,New,Middle
CUST026131,2025-02-24,Female,40,Hyderabad,Telangana,Google Ads,New,Middle
CUST026132,2025-05-06,Female,40,Chandigarh,Chandigarh,Instagram,New,Lower-Middle
CUST026133,2024-05-03,Female,40,Delhi,Delhi,Affiliate,Returning,Low
CUST026134,2024-11-03,Female,38,Ahmedabad,Gujarat,Email,Loyal,High
CUST026135,2024-12-27,Female,21,Nagpur,Maharashtra,Instagram,Returning,Lower-Middle
CUST026136,2024-04-27,Female,44,Pune,Maharashtra,Organic Search,Loyal,Lower-Middle
CUST026137,2024-09-14,Female,51,Kochi,Kerala,Organic Search,New,Upper-Middle
CUST026138,2025-07-10,Male,47,Kolkata,West Bengal,Google Ads,Returning,Middle
CUST026139,2025-09-15,Female,37,Chandigarh,Chandigarh,Referral,Loyal,Upper-Middle
CUST026140,2025-07-04,Female,33,Lucknow,Uttar Pradesh,Organic Search,Loyal,Middle
CUST026141,2025-09-16,Female,28,Kolkata,West Bengal,Affiliate,New,Middle
CUST026142,2025-10-29,Female,18,Chandigarh,Chandigarh,Referral,Returning,Lower-Middle
CUST026143,2024-05-12,Non-binary,44,Chennai,Tamil Nadu,Instagram,Loyal,High
CUST026144,2025-07-26,Male,19,Hyderabad,Telangana,Organic Search,New,Middle
CUST026145,2025-02-18,Female,30,Nagpur,Maharashtra,Affiliate,New,Lower-Middle
CUST026146,2025-07-28,Female,30,Chennai,Tamil Nadu,Instagram,Loyal,Lower-Middle
CUST026147,2025-03-02,Male,47,Chennai,Tamil Nadu,Organic Search,Loyal,Middle
CUST026148,2024-03-24,Male,41,Indore,Madhya Pradesh,Referral,New,Low
CUST026149,2025-01-11,Male,28,Chennai,Tamil Nadu,Instagram,Returning,Lower-Middle
CUST026150,2025-05-23,Female,33,Lucknow,Uttar Pradesh,Email,Loyal,Lower-Middle
CUST026151,2024-03-24,Non-binary,32,Ahmedabad,Gujarat,Email,Loyal,Middle
CUST026152,2024-12-03,Female,40,Jaipur,Rajasthan,Instagram,New,Middle
CUST026153,2025-03-13,Male,24,Indore,Madhya Pradesh,Organic Search,Returning,Upper-Middle
CUST026154,2024-11-06,Female,37,Hyderabad,Telangana,Google Ads,Loyal,Middle
CUST026155,2025-06-18,Male,32,Mumbai,Maharashtra,Google Ads,Loyal,Lower-Middle
CUST026156,2024-03-25,Non-binary,59,Bengaluru,Karnataka,Affiliate,Loyal,Middle
CUST026157,2024-08-18,Female,26,Surat,Gujarat,Organic Search,New,Middle
CUST026158,2025-09-28,Female,46,Pune,Maharashtra,Google Ads,New,Upper-Middle
CUST026159,2024-12-10,Male,30,Lucknow,Uttar Pradesh,Google Ads,New,Low
CUST026160,2024-05-01,Female,33,Kolkata,West Bengal,Referral,Loyal,Lower-Middle
CUST026161,2024-03-18,Female,48,Chennai,Tamil Nadu,Organic Search,Loyal,Upper-Middle
CUST026162,2025-01-31,Non-binary,39,Delhi,Delhi,Affiliate,Returning,Lower-Middle
CUST026163,2025-09-14,Female,33,Surat,Gujarat,Email,Loyal,Middle
CUST026164,2024-02-02,Male,30,Indore,Madhya Pradesh,Google Ads,New,Middle
CUST026165,2024-03-14,Male,48,Chandigarh,Chandigarh,Affiliate,Loyal,Low
CUST026166,2024-09-08,Female,30,Delhi,Delhi,Instagram,Returning,Middle
CUST026167,2024-05-19,Female,30,Jaipur,Rajasthan,Referral,Returning,Middle
CUST026168,2024-03-22,Male,27,Delhi,Delhi,Referral,Loyal,Middle
CUST026169,2024-07-18,Female,52,Indore,Madhya Pradesh,Organic Search,Loyal,Lower-Middle
CUST026170,2025-03-06,Female,21,Lucknow,Uttar Pradesh,Instagram,Returning,Middle
CUST026171,2025-07-06,Male,37,Nagpur,Maharashtra,Referral,Loyal,Upper-Middle
CUST026172,2024-07-23,Female,37,Lucknow,Uttar Pradesh,Affiliate,Returning,Lower-Middle
CUST026173,2025-04-13,Female,22,Chandigarh,Chandigarh,Organic Search,Returning,Middle
CUST026174,2025-07-04,Female,31,Mumbai,Maharashtra,Referral,Loyal,Middle
CUST026175,2024-01-05,Female,30,Chennai,Tamil Nadu,Google Ads,Loyal,Lower-Middle
CUST026176,2025-07-24,Female,28,Surat,Gujarat,Organic Search,Returning,Middle
CUST026177,2024-05-02,Male,35,Chennai,Tamil Nadu,Google Ads,New,Middle
CUST026178,2025-04-03,Female,37,Bengaluru,Karnataka,Organic Search,Returning,Middle
CUST026179,2025-05-16,Female,31,Chandigarh,Chandigarh,Referral,Loyal,Lower-Middle
CUST026180,2025-07-19,Male,54,Bengaluru,Karnataka,Referral,Returning,Middle
CUST026181,2024-09-27,Male,27,Delhi,Delhi,Instagram,Returning,Upper-Middle
CUST026182,2025-03-17,Male,37,Chennai,Tamil Nadu,Email,Returning,Lower-Middle
CUST026183,2024-01-18,Female,35,Kolkata,West Bengal,Instagram,Returning,Middle
CUST026184,2024-10-25,Male,40,Bengaluru,Karnataka,Referral,Loyal,Upper-Middle
CUST026185,2025-10-06,Male,36,Chennai,Tamil Nadu,Affiliate,New,Lower-Middle
CUST026186,2024-04-16,Female,26,Lucknow,Uttar Pradesh,Organic Search,Loyal,Upper-Middle
CUST026187,2024-04-11,Female,41,Chandigarh,Chandigarh,Referral,Returning,Middle
CUST026188,2025-04-13,Female,34,Delhi,Delhi,Google Ads,Returning,Upper-Middle
CUST026189,2024-12-07,Female,44,Kolkata,West Bengal,Referral,Returning,Lower-Middle
CUST026190,2024-10-31,Male,42,Mumbai,Maharashtra,Organic Search,Loyal,Middle
CUST026191,2024-06-15,Female,40,Mumbai,Maharashtra,Instagram,New,Middle
CUST026192,2024-04-24,Female,43,Indore,Madhya Pradesh,Affiliate,Loyal,Middle
CUST026193,2025-05-08,Male,28,Ahmedabad,Gujarat,Organic Search,Loyal,Lower-Middle
