ticket_id,customer_id,ticket_date,issue_type,resolution_time_hours,satisfaction_score,resolved
TICK015723,CUST020538,2024-08-24,Payment Issue,12.7,2.7,Yes
TICK015724,CUST015995,2025-01-12,Refund,7.8,4.7,Yes
TICK015725,CUST049446,2024-10-11,Payment Issue,14.9,4.6,Yes
TICK015726,CUST024322,2024-11-28,Payment Issue,27.0,2.9,Yes
TICK015727,CUST029973,2024-12-02,Delivery Delay,14.0,3.2,Yes
TICK015728,CUST017012,2025-02-26,Product Quality,27.9,3.4,Yes
TICK015729,CUST005571,2025-03-03,Payment Issue,27.3,4.9,Yes
TICK015730,CUST031894,2025-11-15,Refund,51.4,3.4,Yes
TICK015731,CUST041927,2024-07-22,Product Quality,21.7,3.9,No
TICK015732,CUST027515,2024-07-18,Delivery Delay,22.7,3.8,Yes
TICK015733,CUST033694,2024-09-02,Delivery Delay,148.2,4.0,Yes
TICK015734,CUST043621,2024-09-25,Refund,59.1,2.6,Yes
TICK015735,CUST015093,2024-07-01,Refund,23.1,2.4,Yes
TICK015736,CUST036762,2025-06-30,Delivery Delay,28.4,3.8,Yes
TICK015737,CUST033107,2025-08-07,Delivery Delay,13.6,3.9,Yes
TICK015738,CUST022794,2024-01-10,Payment Issue,70.9,5.0,Yes
TICK015739,CUST042450,2025-11-27,Payment Issue,21.7,2.0,Yes
TICK015740,CUST000845,2025-10-16,Delivery Delay,4.1,4.2,Yes
TICK015741,CUST000460,2024-01-20,Payment Issue,13.9,4.6,No
TICK015742,CUST024446,2025-10-01,Product Information,13.7,4.7,Yes
TICK015743,CUST003530,2025-07-29,Payment Issue,20.7,2.9,Yes
TICK015744,CUST039023,2024-08-15,Delivery Delay,22.6,3.2,Yes
TICK015745,CUST026660,2025-09-20,Payment Issue,14.4,3.5,Yes
TICK015746,CUST037104,2025-05-11,Product Information,7.2,4.8,Yes
TICK015747,CUST046817,2025-06-29,Refund,19.9,3.3,Yes
TICK015748,CUST047536,2024-05-30,Cancellation,55.0,4.0,Yes
TICK015749,CUST002979,2025-08-29,Delivery Delay,19.3,4.5,Yes
TICK015750,CUST001084,2024-03-22,Refund,22.4,3.0,Yes
TICK015751,CUST043562,2025-04-29,Refund,39.0,3.1,Yes
TICK015752,CUST029727,2025-01-22,Payment Issue,13.3,4.5,Yes
TICK015753,CUST045764,2025-07-05,Payment Issue,27.8,4.2,Yes
TICK015754,CUST022138,2024-02-10,Refund,5.5,2.7,Yes
TICK015755,CUST011918,2025-03-17,Refund,35.5,4.0,Yes
TICK015756,CUST039805,2024-04-11,Refund,8.6,4.2,Yes
TICK015757,CUST047743,2024-03-09,Product Quality,35.9,2.0,Yes
TICK015758,CUST040536,2024-02-24,Payment Issue,5.5,5.0,Yes
TICK015759,CUST042623,2025-08-12,Refund,25.0,2.9,Yes
TICK015760,CUST004567,2024-11-02,Payment Issue,19.5,2.8,Yes
TICK015761,CUST038290,2025-11-01,Refund,12.9,4.6,Yes
TICK015762,CUST033101,2024-01-04,Delivery Delay,16.5,4.1,Yes
TICK015763,CUST003846,2024-01-07,Account Access,28.1,5.0,Yes
TICK015764,CUST025695,2024-07-16,Cancellation,16.9,3.7,Yes
TICK015765,CUST029174,2025-02-03,Payment Issue,29.2,3.2,Yes
TICK015766,CUST024648,2024-07-06,Delivery Delay,79.8,3.8,Yes
TICK015767,CUST027637,2024-11-25,Product Quality,66.7,3.4,Yes
TICK015768,CUST021620,2025-12-29,Refund,12.3,3.6,Yes
TICK015769,CUST013530,2024-08-08,Product Quality,13.4,3.1,Yes
TICK015770,CUST003327,2025-09-06,Refund,80.8,3.2,Yes
TICK015771,CUST034827,2024-06-26,Account Access,17.9,4.6,Yes
TICK015772,CUST020302,2024-12-23,Payment Issue,3.9,3.4,Yes
TICK015773,CUST013931,2025-05-17,Delivery Delay,5.7,2.8,Yes
TICK015774,CUST002183,2024-08-05,Delivery Delay,12.0,3.3,Yes
TICK015775,CUST042111,2025-05-15,Refund,11.3,4.7,Yes
TICK015776,CUST035185,2024-02-20,Delivery Delay,14.8,2.9,Yes
TICK015777,CUST013210,2025-09-09,Refund,47.0,5.0,Yes
TICK015778,CUST032813,2025-02-14,Product Quality,15.8,4.2,Yes
TICK015779,CUST018020,2024-11-29,Refund,10.5,4.0,Yes
TICK015780,CUST022521,2024-04-22,Delivery Delay,5.7,3.4,Yes
TICK015781,CUST007449,2024-09-10,Product Quality,45.1,4.5,Yes
TICK015782,CUST036603,2024-07-12,Product Quality,15.9,3.8,Yes
TICK015783,CUST002995,2024-10-25,Account Access,8.0,3.1,Yes
TICK015784,CUST018395,2024-08-04,Delivery Delay,34.7,5.0,Yes
TICK015785,CUST027443,2025-07-12,Product Information,32.6,3.3,Yes
TICK015786,CUST018885,2024-08-29,Refund,34.1,4.3,Yes
TICK015787,CUST008066,2025-11-15,Payment Issue,19.5,5.0,Yes
TICK015788,CUST005092,2024-12-05,Payment Issue,13.0,3.7,No
TICK015789,CUST015589,2024-05-27,Delivery Delay,26.9,4.0,Yes
TICK015790,CUST030891,2024-08-28,Product Quality,9.2,3.2,Yes
TICK015791,CUST042018,2024-10-01,Product Quality,24.7,4.3,Yes
TICK015792,CUST023011,2024-09-13,Product Quality,18.7,4.9,Yes
TICK015793,CUST038855,2024-12-20,Product Information,27.8,3.7,Yes
TICK015794,CUST030977,2025-07-07,Cancellation,24.9,4.8,Yes
TICK015795,CUST003126,2024-04-08,Payment Issue,12.3,5.0,Yes
TICK015796,CUST020823,2025-02-05,Product Quality,7.7,3.1,Yes
TICK015797,CUST034592,2024-07-30,Delivery Delay,18.8,4.1,Yes
TICK015798,CUST008883,2024-08-20,Product Quality,21.5,3.2,Yes
TICK015799,CUST033048,2025-02-06,Refund,12.8,2.2,Yes
TICK015800,CUST023492,2024-03-05,Delivery Delay,5.8,4.3,Yes
TICK015801,CUST016901,2025-01-25,Payment Issue,17.0,4.0,Yes
TICK015802,CUST031935,2024-01-15,Cancellation,55.9,3.9,Yes
TICK015803,CUST038725,2025-04-18,Refund,16.3,5.0,Yes
TICK015804,CUST024771,2025-03-07,Product Information,12.2,4.6,Yes
TICK015805,CUST045447,2024-03-19,Delivery Delay,45.9,5.0,Yes
TICK015806,CUST008470,2024-11-25,Cancellation,25.5,5.0,No
TICK015807,CUST012103,2025-07-26,Product Information,89.4,3.7,Yes
TICK015808,CUST034814,2024-03-13,Delivery Delay,20.7,3.2,Yes
TICK015809,CUST030625,2024-01-07,Refund,27.9,3.8,Yes
TICK015810,CUST020263,2025-08-23,Account Access,16.0,4.7,Yes
TICK015811,CUST026694,2025-08-16,Refund,34.4,5.0,Yes
TICK015812,CUST048946,2025-07-16,Account Access,28.8,2.8,Yes
TICK015813,CUST043202,2025-08-11,Refund,13.1,3.6,Yes
TICK015814,CUST035089,2025-04-12,Product Information,9.4,2.7,Yes
TICK015815,CUST007945,2025-08-18,Product Quality,7.0,4.6,Yes
TICK015816,CUST026531,2025-03-29,Cancellation,11.6,2.4,Yes
TICK015817,CUST029472,2024-10-03,Refund,11.4,5.0,Yes
TICK015818,CUST037454,2025-10-23,Refund,15.7,4.8,Yes
TICK015819,CUST000570,2024-06-17,Account Access,24.6,3.8,Yes
TICK015820,CUST041629,2025-02-18,Product Information,6.0,4.4,No
TICK015821,CUST021670,2025-08-10,Product Quality,20.5,4.1,No
TICK015822,CUST039070,2024-01-13,Product Quality,15.4,4.3,Yes
TICK015823,CUST040196,2025-07-20,Payment Issue,10.6,3.9,Yes
TICK015824,CUST024394,2025-12-17,Account Access,10.6,4.7,Yes
TICK015825,CUST022048,2024-01-22,Payment Issue,25.0,5.0,Yes
TICK015826,CUST018244,2025-10-25,Product Quality,20.5,2.6,Yes
TICK015827,CUST022675,2025-09-28,Delivery Delay,15.5,4.5,Yes
TICK015828,CUST028816,2025-05-25,Product Quality,40.7,4.3,Yes
TICK015829,CUST026904,2024-01-21,Payment Issue,56.5,4.1,Yes
TICK015830,CUST001470,2024-11-14,Refund,4.0,4.4,No
TICK015831,CUST031410,2024-10-22,Delivery Delay,67.0,3.9,Yes
TICK015832,CUST010695,2024-09-29,Delivery Delay,132.0,4.0,Yes
TICK015833,CUST048135,2025-05-08,Refund,9.8,3.4,Yes
TICK015834,CUST049707,2024-08-18,Cancellation,30.4,4.1,Yes
TICK015835,CUST031626,2024-11-10,Product Quality,15.7,3.8,Yes
TICK015836,CUST049132,2024-08-30,Account Access,63.5,2.6,Yes
TICK015837,CUST047879,2024-11-22,Delivery Delay,23.0,3.3,Yes
TICK015838,CUST016195,2024-08-15,Account Access,32.3,3.6,Yes
TICK015839,CUST034769,2025-06-23,Payment Issue,37.5,5.0,Yes
TICK015840,CUST003950,2025-09-04,Refund,37.5,2.4,Yes
TICK015841,CUST049110,2025-12-05,Product Information,22.8,3.5,Yes
TICK015842,CUST000289,2024-07-23,Cancellation,21.0,3.3,Yes
TICK015843,CUST046640,2025-03-11,Account Access,19.9,3.3,Yes
TICK015844,CUST010332,2024-03-30,Product Information,18.2,4.3,Yes
TICK015845,CUST020605,2025-03-01,Payment Issue,13.7,4.4,Yes
TICK015846,CUST009680,2024-08-17,Cancellation,11.3,5.0,Yes
TICK015847,CUST035570,2025-10-12,Product Quality,8.0,4.6,Yes
TICK015848,CUST038606,2025-06-12,Product Quality,18.4,1.7,Yes
TICK015849,CUST001438,2025-04-16,Refund,5.1,3.1,Yes
TICK015850,CUST046436,2024-11-22,Product Information,38.2,3.8,Yes
TICK015851,CUST006793,2024-11-29,Product Quality,16.0,4.2,Yes
TICK015852,CUST024360,2024-01-26,Refund,16.3,4.3,Yes
TICK015853,CUST003568,2024-11-08,Payment Issue,7.5,3.5,Yes
TICK015854,CUST004051,2025-07-05,Account Access,13.4,4.5,Yes
TICK015855,CUST046721,2025-12-14,Payment Issue,19.4,4.9,Yes
TICK015856,CUST049187,2025-11-24,Account Access,21.4,3.1,Yes
TICK015857,CUST036432,2024-08-17,Product Quality,45.4,2.3,Yes
TICK015858,CUST001927,2025-05-18,Product Quality,25.2,3.5,Yes
TICK015859,CUST037914,2025-07-08,Payment Issue,41.9,3.4,Yes
TICK015860,CUST038523,2025-11-06,Product Quality,15.1,3.1,Yes
TICK015861,CUST034733,2025-11-22,Product Quality,42.9,3.7,Yes
TICK015862,CUST013212,2024-07-04,Payment Issue,12.9,3.8,Yes
TICK015863,CUST007720,2024-02-02,Product Information,22.1,4.3,Yes
TICK015864,CUST029052,2025-10-04,Payment Issue,18.1,4.2,Yes
TICK015865,CUST038377,2024-05-30,Product Quality,19.3,3.7,Yes
TICK015866,CUST029217,2024-01-28,Refund,37.4,3.3,Yes
TICK015867,CUST041516,2025-01-05,Account Access,24.7,3.1,Yes
TICK015868,CUST024842,2025-02-05,Payment Issue,26.1,3.6,Yes
TICK015869,CUST045704,2024-06-13,Delivery Delay,10.5,3.1,No
TICK015870,CUST023918,2024-04-18,Payment Issue,19.2,2.5,Yes
TICK015871,CUST047542,2024-04-27,Payment Issue,29.7,4.8,Yes
TICK015872,CUST037848,2024-10-26,Account Access,43.9,4.6,Yes
TICK015873,CUST001726,2025-02-04,Payment Issue,14.1,3.5,Yes
TICK015874,CUST041143,2024-09-23,Product Information,6.9,4.0,Yes
TICK015875,CUST041684,2025-11-22,Product Information,16.0,4.7,Yes
TICK015876,CUST024433,2024-04-08,Refund,36.9,3.2,Yes
TICK015877,CUST002856,2025-03-12,Refund,18.1,4.2,Yes
TICK015878,CUST009279,2025-07-02,Refund,26.2,5.0,Yes
TICK015879,CUST040007,2024-09-01,Delivery Delay,43.7,3.3,Yes
TICK015880,CUST047584,2025-09-27,Refund,25.0,4.7,Yes
TICK015881,CUST017555,2025-08-27,Product Information,29.1,3.3,Yes
TICK015882,CUST030092,2025-04-19,Cancellation,11.5,2.8,No
TICK015883,CUST023589,2024-09-18,Product Information,10.5,3.5,Yes
TICK015884,CUST016320,2025-05-16,Product Quality,19.8,3.5,Yes
TICK015885,CUST003978,2025-03-05,Product Quality,25.5,3.3,Yes
TICK015886,CUST034924,2025-04-24,Product Information,12.0,3.3,Yes
TICK015887,CUST001434,2025-04-30,Cancellation,8.8,4.1,Yes
TICK015888,CUST024333,2024-07-31,Product Information,53.8,3.5,Yes
TICK015889,CUST035292,2025-09-26,Product Information,21.2,4.1,Yes
TICK015890,CUST018507,2024-12-17,Product Information,35.0,2.9,Yes
TICK015891,CUST002553,2024-08-04,Refund,4.2,3.3,Yes
TICK015892,CUST047095,2025-07-19,Product Quality,19.2,2.6,Yes
TICK015893,CUST032911,2025-02-14,Product Information,17.7,4.1,Yes
TICK015894,CUST015168,2024-05-08,Product Quality,29.3,5.0,Yes
TICK015895,CUST044595,2025-03-09,Refund,12.0,5.0,Yes
TICK015896,CUST027174,2025-03-04,Refund,16.7,2.9,Yes
TICK015897,CUST007705,2024-01-19,Product Information,7.9,2.6,Yes
TICK015898,CUST036016,2024-04-05,Product Quality,18.9,3.7,Yes
TICK015899,CUST045241,2025-05-20,Delivery Delay,27.5,3.0,Yes
TICK015900,CUST008633,2024-10-14,Payment Issue,32.5,1.7,Yes
TICK015901,CUST024113,2025-06-07,Product Quality,10.7,4.7,Yes
TICK015902,CUST047854,2025-06-07,Payment Issue,26.7,3.9,Yes
TICK015903,CUST013328,2025-12-27,Account Access,8.3,5.0,Yes
TICK015904,CUST011556,2024-08-30,Delivery Delay,11.3,3.5,Yes
TICK015905,CUST044404,2024-11-17,Refund,18.5,3.1,Yes
TICK015906,CUST023175,2024-09-03,Payment Issue,17.4,5.0,Yes
TICK015907,CUST011322,2024-03-30,Delivery Delay,28.3,4.3,Yes
TICK015908,CUST006355,2024-12-03,Delivery Delay,31.0,4.1,Yes
TICK015909,CUST017636,2025-09-14,Delivery Delay,38.0,5.0,Yes
TICK015910,CUST042951,2024-02-03,Product Information,20.7,4.0,Yes
TICK015911,CUST036197,2024-03-25,Product Quality,10.5,4.2,Yes
TICK015912,CUST005159,2025-08-03,Product Quality,31.1,3.9,Yes
TICK015913,CUST017835,2024-08-03,Cancellation,13.7,3.6,Yes
TICK015914,CUST033681,2025-09-10,Product Information,8.3,3.7,Yes
TICK015915,CUST038349,2025-06-20,Product Quality,25.0,3.7,Yes
TICK015916,CUST008636,2024-10-11,Cancellation,34.9,3.4,Yes
TICK015917,CUST031364,2025-12-01,Delivery Delay,6.0,3.6,Yes
TICK015918,CUST022199,2025-02-12,Cancellation,9.7,4.5,Yes
TICK015919,CUST004667,2024-06-11,Payment Issue,74.7,4.8,Yes
TICK015920,CUST005700,2024-01-12,Delivery Delay,16.0,5.0,Yes
TICK015921,CUST000149,2024-08-03,Product Quality,15.0,3.6,Yes
TICK015922,CUST009115,2024-12-20,Product Quality,10.5,3.4,Yes
TICK015923,CUST044055,2025-10-11,Product Information,12.9,4.6,Yes
TICK015924,CUST036487,2025-11-06,Payment Issue,8.9,3.3,Yes
TICK015925,CUST033023,2024-08-31,Product Quality,8.0,3.8,Yes
TICK015926,CUST003463,2025-03-29,Refund,9.5,4.2,Yes
TICK015927,CUST038395,2025-11-20,Account Access,24.0,5.0,Yes
TICK015928,CUST026863,2025-07-16,Refund,23.5,4.0,Yes
TICK015929,CUST035806,2024-08-04,Product Information,5.8,4.5,Yes
TICK015930,CUST002031,2025-12-04,Refund,15.3,3.4,Yes
TICK015931,CUST029721,2024-03-30,Delivery Delay,35.5,2.9,Yes
TICK015932,CUST018869,2024-04-25,Delivery Delay,59.1,4.9,Yes
TICK015933,CUST014500,2025-04-17,Cancellation,15.0,3.5,Yes
TICK015934,CUST027075,2024-05-27,Payment Issue,9.6,3.5,Yes
TICK015935,CUST035392,2024-12-27,Product Information,29.8,2.8,Yes
TICK015936,CUST034272,2024-01-09,Delivery Delay,31.2,4.1,Yes
TICK015937,CUST012902,2025-09-24,Refund,7.6,2.0,Yes
TICK015938,CUST000084,2025-11-02,Refund,12.0,2.7,Yes
TICK015939,CUST027676,2024-05-23,Product Quality,28.9,4.1,Yes
TICK015940,CUST040883,2024-08-10,Cancellation,19.7,3.9,Yes
TICK015941,CUST016078,2025-12-13,Delivery Delay,17.9,2.9,Yes
TICK015942,CUST032806,2025-01-06,Refund,24.4,4.1,Yes
TICK015943,CUST024376,2024-04-26,Refund,48.6,2.7,Yes
TICK015944,CUST021959,2024-03-23,Delivery Delay,17.3,4.1,Yes
TICK015945,CUST039259,2024-04-03,Product Information,25.9,2.7,Yes
TICK015946,CUST035991,2024-02-11,Delivery Delay,14.9,3.3,Yes
TICK015947,CUST022556,2025-09-23,Product Information,13.7,5.0,Yes
TICK015948,CUST015653,2024-05-25,Account Access,14.7,2.3,Yes
TICK015949,CUST044377,2024-08-11,Payment Issue,23.4,5.0,No
TICK015950,CUST001500,2024-01-26,Product Quality,24.0,3.5,Yes
TICK015951,CUST029162,2025-05-09,Product Information,14.9,3.9,Yes
TICK015952,CUST042815,2025-06-04,Refund,21.1,3.0,Yes
TICK015953,CUST029106,2024-07-05,Product Information,9.9,4.4,No
TICK015954,CUST014487,2024-07-05,Refund,29.1,3.4,Yes
TICK015955,CUST016401,2025-09-26,Delivery Delay,27.0,5.0,Yes
TICK015956,CUST021734,2024-12-21,Delivery Delay,41.4,3.4,Yes
TICK015957,CUST018910,2025-04-16,Account Access,17.5,3.2,Yes
TICK015958,CUST043711,2025-01-20,Account Access,11.4,5.0,Yes
TICK015959,CUST032565,2024-10-05,Delivery Delay,36.7,5.0,Yes
TICK015960,CUST038375,2024-09-06,Account Access,17.0,3.6,Yes
TICK015961,CUST012430,2025-02-28,Refund,27.4,4.6,Yes
TICK015962,CUST001814,2024-08-17,Delivery Delay,46.6,4.6,Yes
TICK015963,CUST030684,2025-06-30,Refund,24.1,4.7,Yes
TICK015964,CUST007553,2024-11-08,Product Information,86.8,3.9,Yes
TICK015965,CUST041438,2024-04-14,Refund,11.6,4.8,Yes
TICK015966,CUST037455,2024-03-16,Product Information,9.5,3.5,Yes
TICK015967,CUST025847,2025-12-16,Account Access,13.3,3.5,Yes
TICK015968,CUST023027,2025-06-10,Product Information,20.8,4.1,Yes
TICK015969,CUST005903,2024-04-12,Product Quality,22.8,3.8,No
TICK015970,CUST048851,2025-12-06,Delivery Delay,21.5,3.7,Yes
TICK015971,CUST023314,2024-07-04,Payment Issue,37.0,3.5,No
TICK015972,CUST023258,2025-05-20,Delivery Delay,40.2,2.1,Yes
TICK015973,CUST005232,2025-10-09,Payment Issue,20.0,4.3,Yes
TICK015974,CUST012251,2025-01-29,Refund,75.1,4.0,No
TICK015975,CUST013076,2024-08-12,Product Information,10.6,3.0,Yes
TICK015976,CUST007424,2025-06-06,Cancellation,45.9,3.6,Yes
TICK015977,CUST036269,2025-06-24,Cancellation,6.4,3.9,Yes
TICK015978,CUST024244,2025-03-26,Refund,14.5,1.5,Yes
TICK015979,CUST001142,2024-11-03,Product Information,44.7,2.5,Yes
TICK015980,CUST037939,2025-02-06,Delivery Delay,42.5,4.2,Yes
TICK015981,CUST001974,2025-10-09,Refund,12.3,3.7,Yes
TICK015982,CUST006963,2025-09-11,Account Access,28.1,4.5,Yes
TICK015983,CUST024754,2025-12-16,Delivery Delay,25.9,4.9,Yes
TICK015984,CUST042506,2025-03-22,Product Information,9.0,3.5,Yes
TICK015985,CUST008271,2025-10-17,Delivery Delay,20.9,4.2,Yes
TICK015986,CUST028805,2024-08-14,Delivery Delay,14.3,4.5,Yes
TICK015987,CUST033321,2024-09-11,Product Information,9.2,4.1,Yes
TICK015988,CUST003845,2024-06-06,Account Access,26.6,4.1,Yes
TICK015989,CUST008372,2025-10-25,Cancellation,21.2,3.3,Yes
TICK015990,CUST022607,2024-12-03,Payment Issue,47.9,4.9,Yes
TICK015991,CUST025121,2025-09-20,Delivery Delay,25.1,2.9,Yes
TICK015992,CUST003129,2024-03-06,Product Quality,18.7,4.4,Yes
TICK015993,CUST039593,2024-08-02,Product Quality,17.8,4.8,Yes
TICK015994,CUST028283,2025-03-04,Product Information,49.2,2.7,Yes
TICK015995,CUST037256,2024-07-08,Account Access,48.0,2.3,Yes
TICK015996,CUST040162,2024-10-22,Cancellation,14.9,3.8,Yes
TICK015997,CUST002786,2024-04-14,Refund,8.6,5.0,Yes
TICK015998,CUST025746,2025-12-28,Payment Issue,47.0,4.5,Yes
TICK015999,CUST010058,2024-08-13,Payment Issue,18.1,5.0,Yes
TICK016000,CUST017268,2024-09-11,Payment Issue,28.3,3.7,Yes
TICK016001,CUST005304,2024-12-16,Product Quality,34.9,3.8,Yes
TICK016002,CUST020052,2024-06-23,Product Quality,16.4,3.7,Yes
TICK016003,CUST020642,2025-11-23,Payment Issue,39.0,2.3,Yes
TICK016004,CUST022690,2024-05-25,Delivery Delay,22.1,4.2,Yes
TICK016005,CUST003322,2024-03-14,Account Access,18.5,3.8,Yes
TICK016006,CUST014594,2024-02-17,Product Information,8.3,3.3,Yes
TICK016007,CUST012580,2024-02-25,Product Information,8.7,2.8,Yes
TICK016008,CUST044711,2024-01-29,Payment Issue,13.1,4.3,Yes
TICK016009,CUST017684,2024-09-05,Payment Issue,88.1,3.5,Yes
TICK016010,CUST033013,2025-04-25,Delivery Delay,26.7,5.0,Yes
TICK016011,CUST042828,2025-11-23,Product Quality,6.6,5.0,Yes
TICK016012,CUST049879,2025-04-28,Product Quality,17.3,3.9,Yes
TICK016013,CUST011777,2024-10-16,Product Quality,8.2,2.9,Yes
TICK016014,CUST038658,2025-01-07,Product Quality,40.8,3.1,Yes
TICK016015,CUST017138,2024-04-04,Refund,11.5,4.4,Yes
TICK016016,CUST007970,2025-08-11,Payment Issue,5.9,2.8,Yes
TICK016017,CUST022465,2024-03-22,Refund,18.4,3.3,Yes
TICK016018,CUST024713,2024-05-17,Refund,82.6,4.0,Yes
TICK016019,CUST035187,2024-10-04,Product Quality,14.6,3.4,Yes
TICK016020,CUST012605,2025-12-05,Delivery Delay,7.3,3.8,Yes
TICK016021,CUST019728,2025-12-09,Product Information,19.7,4.1,Yes
TICK016022,CUST033581,2025-02-24,Payment Issue,6.9,3.8,Yes
TICK016023,CUST010765,2025-06-01,Product Information,25.8,4.0,Yes
TICK016024,CUST019192,2025-08-02,Account Access,39.7,5.0,Yes
TICK016025,CUST008256,2025-01-22,Cancellation,54.0,2.8,Yes
TICK016026,CUST022828,2025-12-16,Cancellation,18.7,3.0,Yes
TICK016027,CUST047607,2025-12-04,Product Quality,64.6,5.0,Yes
TICK016028,CUST020166,2025-10-31,Delivery Delay,15.7,3.6,Yes
TICK016029,CUST039645,2024-10-31,Account Access,18.5,4.9,Yes
TICK016030,CUST024116,2025-12-27,Product Information,14.4,4.3,Yes
TICK016031,CUST030028,2024-05-17,Payment Issue,42.6,3.9,Yes
TICK016032,CUST030936,2025-02-05,Product Quality,115.3,4.7,Yes
TICK016033,CUST035532,2024-02-23,Payment Issue,12.1,5.0,Yes
TICK016034,CUST048677,2025-05-08,Cancellation,31.7,2.0,Yes
TICK016035,CUST028205,2024-12-29,Refund,13.0,3.0,Yes
TICK016036,CUST027075,2025-07-29,Refund,8.6,4.1,No
TICK016037,CUST009475,2024-07-31,Delivery Delay,23.4,3.2,Yes
TICK016038,CUST006546,2024-11-08,Delivery Delay,22.2,4.2,Yes
TICK016039,CUST017224,2024-02-26,Refund,30.5,2.8,Yes
TICK016040,CUST033123,2024-05-16,Delivery Delay,13.8,4.8,No
TICK016041,CUST003729,2025-09-26,Cancellation,39.1,5.0,Yes
TICK016042,CUST014690,2024-04-29,Account Access,17.2,4.1,Yes
TICK016043,CUST026399,2025-08-27,Delivery Delay,27.8,5.0,Yes
TICK016044,CUST003542,2025-12-10,Account Access,16.8,3.1,Yes
TICK016045,CUST003790,2024-05-03,Product Quality,7.9,4.2,Yes
TICK016046,CUST009010,2025-12-15,Account Access,12.7,1.7,Yes
TICK016047,CUST034045,2025-09-30,Delivery Delay,18.8,4.6,Yes
TICK016048,CUST037878,2025-06-15,Refund,29.2,4.0,Yes
TICK016049,CUST034326,2024-12-01,Refund,16.0,3.0,Yes
TICK016050,CUST021026,2024-08-08,Cancellation,20.6,4.6,Yes
TICK016051,CUST023941,2025-07-31,Refund,16.8,3.2,Yes
TICK016052,CUST007783,2024-07-06,Account Access,21.2,3.7,Yes
TICK016053,CUST044480,2025-06-12,Refund,15.1,1.8,Yes
TICK016054,CUST042156,2025-11-27,Delivery Delay,28.4,2.2,Yes
TICK016055,CUST042556,2024-06-26,Product Information,25.8,4.5,Yes
TICK016056,CUST042353,2024-10-04,Delivery Delay,8.1,4.4,Yes
TICK016057,CUST049408,2024-07-23,Delivery Delay,38.4,3.7,Yes
TICK016058,CUST030184,2024-02-06,Account Access,13.6,1.7,Yes
TICK016059,CUST004195,2024-11-29,Delivery Delay,21.7,1.7,Yes
TICK016060,CUST048670,2025-05-02,Refund,15.5,3.9,Yes
TICK016061,CUST017394,2024-11-01,Delivery Delay,21.7,1.8,Yes
TICK016062,CUST000274,2025-07-16,Refund,22.3,5.0,Yes
TICK016063,CUST008742,2025-06-07,Cancellation,29.7,4.4,Yes
TICK016064,CUST037276,2024-10-25,Account Access,14.2,3.8,Yes
TICK016065,CUST011055,2024-03-14,Refund,9.1,3.5,Yes
TICK016066,CUST031452,2024-05-04,Delivery Delay,11.8,4.7,Yes
TICK016067,CUST043166,2024-08-07,Delivery Delay,8.0,3.7,No
TICK016068,CUST004326,2025-09-05,Product Quality,26.5,3.1,Yes
TICK016069,CUST012311,2025-06-14,Product Information,21.4,3.4,Yes
TICK016070,CUST049549,2024-12-23,Refund,16.7,3.8,Yes
TICK016071,CUST039825,2025-01-31,Account Access,21.8,4.0,Yes
TICK016072,CUST043263,2025-01-08,Product Information,27.2,3.8,Yes
TICK016073,CUST011341,2025-10-27,Payment Issue,23.4,3.8,Yes
TICK016074,CUST045775,2025-07-18,Refund,13.5,4.3,No
TICK016075,CUST018397,2025-04-02,Delivery Delay,41.9,5.0,Yes
TICK016076,CUST038807,2025-08-02,Delivery Delay,104.2,3.1,Yes
TICK016077,CUST026809,2024-05-13,Refund,19.7,4.5,Yes
TICK016078,CUST027143,2024-12-11,Product Information,5.2,3.0,Yes
TICK016079,CUST001597,2025-06-09,Product Quality,6.0,3.7,Yes
TICK016080,CUST014731,2024-12-25,Account Access,37.0,2.3,Yes
TICK016081,CUST009819,2024-06-10,Account Access,26.5,2.6,Yes
TICK016082,CUST025401,2025-01-18,Account Access,16.6,3.2,Yes
TICK016083,CUST015848,2025-09-30,Delivery Delay,6.5,3.2,No
TICK016084,CUST000174,2025-01-23,Product Quality,28.5,3.5,Yes
TICK016085,CUST000652,2025-07-14,Delivery Delay,27.8,5.0,Yes
TICK016086,CUST007766,2025-11-05,Product Quality,19.1,3.0,Yes
TICK016087,CUST019380,2025-01-13,Refund,30.3,4.9,Yes
TICK016088,CUST049014,2025-05-12,Account Access,38.0,3.6,Yes
TICK016089,CUST001839,2025-06-30,Cancellation,17.2,4.5,Yes
TICK016090,CUST009268,2025-11-25,Refund,24.9,3.1,Yes
TICK016091,CUST030801,2024-07-22,Cancellation,3.3,3.8,Yes
TICK016092,CUST038674,2024-06-19,Refund,8.2,5.0,Yes
TICK016093,CUST010792,2025-05-23,Product Quality,33.6,3.5,Yes
TICK016094,CUST045015,2024-11-03,Product Information,3.5,2.8,Yes
TICK016095,CUST044596,2025-10-15,Product Quality,5.6,4.2,Yes
TICK016096,CUST038078,2025-08-18,Delivery Delay,11.3,4.1,Yes
TICK016097,CUST009672,2024-07-14,Product Quality,17.0,2.9,Yes
TICK016098,CUST018220,2024-11-14,Account Access,31.2,4.5,Yes
TICK016099,CUST012135,2025-07-18,Delivery Delay,23.1,3.4,Yes
TICK016100,CUST041760,2024-10-22,Cancellation,31.9,3.1,Yes
TICK016101,CUST001850,2024-04-29,Account Access,47.8,3.9,Yes
