order_id,customer_id,order_date,payment_method,shipping_type,order_status,total_amount,discount_amount,shipping_cost
ORD0096442,CUST034026,2025-09-13,Wallet,Standard,Completed,6746.05,1074.89,73.76
ORD0096443,CUST022279,2025-09-08,UPI,Standard,Completed,2570.4,174.15,92.76
ORD0096444,CUST019701,2024-02-13,UPI,Standard,Completed,8310.0,435.33,82.31
ORD0096445,CUST024026,2025-05-23,UPI,Standard,Completed,4130.39,910.71,73.19
ORD0096446,CUST029052,2024-12-26,UPI,Standard,Completed,6928.07,1482.67,60.82
ORD0096447,CUST040513,2025-05-27,Credit Card,Same Day,Completed,9390.1,1143.48,321.76
ORD0096448,CUST000789,2024-12-13,Debit Card,Express,Completed,7247.92,372.25,161.85
ORD0096449,CUST012928,2024-07-16,COD,Express,Completed,9948.98,689.76,182.23
ORD0096450,CUST025734,2024-05-23,Credit Card,Standard,Completed,3099.78,63.12,74.59
ORD0096451,CUST001503,2024-03-30,Credit Card,Standard,Completed,1691.61,0.0,73.59
ORD0096452,CUST039730,2024-04-11,Debit Card,Express,Completed,4416.88,489.29,161.48
ORD0096453,CUST000776,2025-10-11,Credit Card,Standard,Completed,12700.74,1479.35,76.53
ORD0096454,CUST032020,2025-06-17,COD,Standard,Completed,4748.58,795.14,84.4
ORD0096455,CUST041499,2025-04-27,Debit Card,Express,Completed,4175.44,913.53,137.84
ORD0096456,CUST007016,2025-03-26,Credit Card,Express,Completed,1594.16,145.5,119.45
ORD0096457,CUST032442,2024-05-30,Net Banking,Standard,Completed,1062.54,199.56,80.3
ORD0096458,CUST015461,2025-03-22,Credit Card,Express,Completed,1225.42,87.76,155.77
ORD0096459,CUST022061,2025-08-07,UPI,Same Day,Completed,2215.98,60.73,217.84
ORD0096460,CUST045171,2024-04-10,UPI,Same Day,Completed,816.07,79.63,273.24
ORD0096461,CUST032511,2024-07-10,Debit Card,Standard,Completed,11334.15,3071.73,84.97
ORD0096462,CUST039545,2024-06-16,Net Banking,Standard,Completed,841.16,0.0,66.2
ORD0096463,CUST008452,2024-05-10,Credit Card,Standard,Completed,4713.41,535.4,56.48
ORD0096464,CUST036463,2024-03-28,UPI,Standard,Cancelled,3609.68,312.08,55.77
ORD0096465,CUST005025,2024-12-15,UPI,Standard,Completed,207.09,45.16,54.37
ORD0096466,CUST044714,2025-09-21,Wallet,Express,Completed,1122.02,125.42,166.65
ORD0096467,CUST021409,2025-07-16,UPI,Standard,Completed,9198.12,1700.52,50.77
ORD0096468,CUST018068,2024-01-13,Wallet,Same Day,Completed,1652.15,14.26,272.82
ORD0096469,CUST012401,2024-07-12,Debit Card,Express,Completed,1648.54,347.07,100.68
ORD0096470,CUST014456,2025-11-18,Debit Card,Standard,Completed,641.54,84.17,56.97
ORD0096471,CUST029022,2024-12-08,UPI,Same Day,Completed,2974.02,349.65,226.56
ORD0096472,CUST012829,2025-04-06,UPI,Standard,Completed,2490.9,445.87,71.97
ORD0096473,CUST031493,2025-11-01,UPI,Standard,Completed,4569.52,781.08,72.0
ORD0096474,CUST001148,2025-12-22,Net Banking,Express,Completed,6630.73,434.36,192.41
ORD0096475,CUST028932,2024-08-08,Credit Card,Standard,Completed,11800.73,100.69,64.96
ORD0096476,CUST023327,2025-03-04,Net Banking,Express,Completed,3523.85,34.4,192.57
ORD0096477,CUST015022,2025-06-09,Wallet,Standard,Completed,5924.0,59.07,95.95
ORD0096478,CUST001201,2024-05-21,Credit Card,Standard,Completed,1353.22,0.0,79.49
ORD0096479,CUST009572,2025-06-24,Net Banking,Express,Returned,8137.88,544.61,98.67
ORD0096480,CUST047685,2025-12-10,Credit Card,Standard,Completed,10495.9,1332.52,53.27
ORD0096481,CUST001725,2024-02-28,UPI,Standard,Completed,2712.72,76.1,68.6
ORD0096482,CUST001728,2024-03-11,UPI,Same Day,Completed,4496.6,730.48,260.85
ORD0096483,CUST009027,2025-05-28,Credit Card,Standard,Completed,3607.18,0.0,73.76
ORD0096484,CUST010311,2024-04-02,Credit Card,Standard,Completed,1113.86,116.8,71.29
ORD0096485,CUST042681,2024-04-12,UPI,Standard,Completed,1142.78,186.44,41.47
ORD0096486,CUST011554,2024-01-30,Credit Card,Express,Completed,5765.46,761.88,109.34
ORD0096487,CUST021165,2025-05-13,UPI,Standard,Returned,1879.12,13.58,78.45
ORD0096488,CUST001499,2024-07-13,UPI,Express,Completed,9545.95,1346.45,145.81
ORD0096489,CUST032361,2025-05-21,Credit Card,Standard,Completed,650.73,177.65,56.69
ORD0096490,CUST020621,2025-04-27,Net Banking,Standard,Completed,3122.95,349.57,55.85
ORD0096491,CUST036254,2024-08-04,Wallet,Standard,Completed,2823.54,0.0,70.21
ORD0096492,CUST013514,2025-07-27,Net Banking,Standard,Completed,1084.8,257.23,56.98
ORD0096493,CUST027886,2025-06-07,UPI,Standard,Completed,8230.38,1412.9,85.06
ORD0096494,CUST006949,2025-11-21,Debit Card,Standard,Completed,1053.05,192.37,60.94
ORD0096495,CUST038293,2024-12-01,Wallet,Express,Completed,1972.74,485.12,178.31
ORD0096496,CUST006948,2025-04-04,Wallet,Express,Completed,2386.38,251.45,107.06
ORD0096497,CUST047395,2025-06-13,COD,Express,Cancelled,19333.85,1742.29,131.49
ORD0096498,CUST047537,2025-10-25,Net Banking,Standard,Cancelled,2803.96,1.74,92.29
ORD0096499,CUST035924,2024-12-28,Debit Card,Standard,Completed,1259.96,127.45,46.38
ORD0096500,CUST010278,2024-11-21,Credit Card,Standard,Completed,168.4,15.41,59.64
ORD0096501,CUST008423,2025-11-08,COD,Standard,Completed,642.07,100.69,40.88
ORD0096502,CUST030712,2025-03-22,Net Banking,Standard,Completed,1614.26,250.05,40.39
ORD0096503,CUST015864,2025-06-26,Credit Card,Standard,Completed,13680.87,2074.43,40.87
ORD0096504,CUST007652,2025-02-24,UPI,Standard,Completed,5732.08,586.49,55.87
ORD0096505,CUST039695,2024-08-11,UPI,Standard,Completed,1181.97,61.12,82.71
ORD0096506,CUST004647,2025-09-05,Net Banking,Standard,Completed,12959.74,293.84,84.46
ORD0096507,CUST031044,2025-05-09,Credit Card,Express,Completed,439.35,40.09,187.67
ORD0096508,CUST001005,2025-12-21,UPI,Express,Completed,1895.92,0.0,125.41
ORD0096509,CUST006130,2025-08-11,UPI,Standard,Completed,277.65,13.87,52.36
ORD0096510,CUST006015,2024-02-01,Credit Card,Standard,Completed,7335.51,130.28,90.13
ORD0096511,CUST014310,2024-05-23,Debit Card,Standard,Completed,1082.78,61.99,93.17
ORD0096512,CUST024647,2024-02-07,Net Banking,Standard,Completed,1792.12,366.13,67.11
ORD0096513,CUST034022,2024-11-15,Debit Card,Standard,Completed,2920.71,0.0,71.74
ORD0096514,CUST005021,2025-03-28,UPI,Standard,Completed,5068.74,927.6,83.22
ORD0096515,CUST023577,2025-07-09,Credit Card,Standard,Completed,7047.84,458.26,93.07
ORD0096516,CUST011235,2024-02-09,Credit Card,Express,Completed,2963.3,161.85,164.84
ORD0096517,CUST049899,2024-10-04,UPI,Standard,Completed,3408.84,640.3,80.45
ORD0096518,CUST007668,2025-09-03,UPI,Standard,Completed,2688.44,521.59,87.94
ORD0096519,CUST046379,2025-01-18,Wallet,Standard,Completed,19422.41,1443.17,61.6
ORD0096520,CUST046568,2025-10-22,Credit Card,Express,Completed,1739.36,274.52,122.87
ORD0096521,CUST017657,2024-11-28,UPI,Standard,Completed,1861.39,481.38,98.71
ORD0096522,CUST036209,2024-02-04,Credit Card,Express,Completed,5081.03,588.11,180.46
ORD0096523,CUST034632,2025-08-28,Credit Card,Standard,Completed,11169.58,0.0,70.96
ORD0096524,CUST040702,2024-10-28,UPI,Same Day,Completed,2207.09,142.57,308.05
ORD0096525,CUST028468,2024-01-11,Debit Card,Standard,Completed,14457.6,296.65,40.7
ORD0096526,CUST044998,2025-06-23,COD,Standard,Returned,13423.47,1399.41,62.9
ORD0096527,CUST034519,2024-04-14,Net Banking,Standard,Completed,2352.98,42.42,88.3
ORD0096528,CUST009887,2025-12-24,Credit Card,Express,Completed,557.79,67.91,146.78
ORD0096529,CUST025711,2024-06-30,Credit Card,Express,Returned,12082.27,1597.91,153.94
ORD0096530,CUST042602,2024-06-21,UPI,Standard,Cancelled,4246.07,148.68,67.15
ORD0096531,CUST016107,2025-07-16,COD,Standard,Completed,5473.79,144.32,80.48
ORD0096532,CUST002184,2024-05-12,Debit Card,Express,Completed,15859.67,1843.16,142.54
ORD0096533,CUST032239,2024-09-01,Debit Card,Express,Cancelled,5425.02,61.32,165.71
ORD0096534,CUST046226,2025-06-09,UPI,Express,Completed,6834.96,1294.07,124.84
ORD0096535,CUST003446,2025-09-15,Credit Card,Standard,Completed,6958.43,567.66,77.51
ORD0096536,CUST030198,2024-01-12,Debit Card,Express,Completed,7067.25,25.56,193.72
ORD0096537,CUST021039,2024-10-02,UPI,Express,Completed,2026.66,122.1,185.14
ORD0096538,CUST000375,2024-06-12,UPI,Standard,Completed,2049.08,214.43,62.69
ORD0096539,CUST026920,2024-09-17,UPI,Same Day,Completed,450.28,78.54,343.42
ORD0096540,CUST026255,2025-09-08,UPI,Express,Completed,3980.04,273.82,137.07
ORD0096541,CUST026729,2024-11-07,Net Banking,Standard,Cancelled,3585.81,363.99,93.04
ORD0096542,CUST039145,2025-02-03,COD,Express,Completed,459.77,0.0,186.12
ORD0096543,CUST015049,2025-09-10,COD,Express,Completed,2664.19,307.23,106.14
ORD0096544,CUST038243,2025-03-01,UPI,Standard,Completed,7358.52,343.36,89.37
ORD0096545,CUST031040,2025-04-08,Net Banking,Standard,Returned,2797.71,54.83,52.34
ORD0096546,CUST002389,2025-10-08,UPI,Same Day,Completed,3053.76,362.52,345.93
ORD0096547,CUST013415,2024-04-17,Credit Card,Same Day,Completed,1194.3,53.14,307.41
ORD0096548,CUST038316,2024-07-10,UPI,Express,Completed,5043.06,84.54,138.27
ORD0096549,CUST032850,2025-12-05,Debit Card,Express,Completed,2065.79,232.33,198.63
ORD0096550,CUST034628,2025-09-19,Net Banking,Standard,Completed,5516.31,500.76,40.36
ORD0096551,CUST032496,2024-01-07,Wallet,Express,Completed,393.45,86.24,149.36
ORD0096552,CUST013462,2025-02-24,Wallet,Standard,Completed,11747.93,1444.27,92.37
ORD0096553,CUST000203,2025-06-25,Debit Card,Same Day,Completed,4770.49,900.73,300.4
ORD0096554,CUST014311,2024-09-07,Debit Card,Same Day,Completed,637.39,151.24,336.02
ORD0096555,CUST037140,2024-01-09,Credit Card,Standard,Completed,6201.02,739.03,63.93
ORD0096556,CUST040301,2024-02-20,Debit Card,Express,Completed,1921.73,180.29,133.0
ORD0096557,CUST017354,2024-01-29,Wallet,Standard,Completed,9143.06,1075.65,86.05
ORD0096558,CUST021218,2024-05-19,Net Banking,Standard,Completed,2461.14,48.85,68.52
ORD0096559,CUST003695,2025-07-05,COD,Standard,Completed,299.66,37.3,66.18
ORD0096560,CUST000881,2025-03-24,COD,Same Day,Completed,1756.24,200.31,309.17
ORD0096561,CUST041889,2025-11-11,Debit Card,Standard,Completed,2364.66,235.16,87.22
ORD0096562,CUST020551,2025-02-02,Credit Card,Express,Completed,638.7,126.43,190.5
ORD0096563,CUST002122,2024-06-12,Debit Card,Standard,Completed,6256.97,88.95,68.87
ORD0096564,CUST023592,2025-12-18,UPI,Express,Completed,2424.96,649.6,90.86
ORD0096565,CUST046109,2025-03-25,Net Banking,Standard,Completed,6694.95,633.8,72.45
ORD0096566,CUST048537,2024-03-27,Debit Card,Standard,Completed,2109.18,593.61,65.35
ORD0096567,CUST047422,2025-12-25,Net Banking,Standard,Completed,8713.19,1010.72,87.36
ORD0096568,CUST009337,2025-06-27,Debit Card,Standard,Completed,295.09,23.72,94.03
ORD0096569,CUST039976,2024-08-01,Wallet,Standard,Cancelled,11256.64,786.16,88.57
ORD0096570,CUST024202,2024-09-12,Credit Card,Express,Completed,8464.67,1026.62,153.12
ORD0096571,CUST003100,2024-12-26,Net Banking,Standard,Cancelled,2690.25,71.41,77.36
ORD0096572,CUST005992,2025-04-27,UPI,Standard,Completed,3490.65,160.07,63.06
ORD0096573,CUST023474,2025-10-31,UPI,Express,Cancelled,329.1,26.73,199.9
ORD0096574,CUST049225,2025-09-30,UPI,Express,Cancelled,5495.86,480.62,125.73
ORD0096575,CUST017406,2024-01-29,UPI,Standard,Completed,10245.33,1536.28,96.15
ORD0096576,CUST006980,2025-09-22,UPI,Express,Completed,669.25,119.38,187.36
ORD0096577,CUST042303,2025-03-06,Credit Card,Standard,Completed,5286.97,607.14,40.26
ORD0096578,CUST042489,2024-06-20,Credit Card,Express,Completed,22063.9,4143.44,147.8
ORD0096579,CUST009424,2024-03-19,Debit Card,Standard,Completed,5189.9,1348.5,50.27
ORD0096580,CUST016989,2024-07-23,UPI,Express,Completed,9128.36,2264.48,146.78
ORD0096581,CUST039570,2025-12-12,UPI,Express,Returned,511.18,66.94,145.9
ORD0096582,CUST043443,2024-11-26,Wallet,Standard,Completed,3055.5,127.26,71.3
ORD0096583,CUST025150,2024-04-20,Credit Card,Same Day,Completed,3131.83,759.75,349.65
ORD0096584,CUST022927,2024-02-28,UPI,Standard,Completed,1579.97,254.72,83.88
ORD0096585,CUST027710,2024-04-19,Debit Card,Same Day,Completed,4116.25,653.48,223.16
ORD0096586,CUST049278,2024-04-11,Net Banking,Standard,Completed,6419.5,391.88,74.77
ORD0096587,CUST005683,2024-02-23,Net Banking,Standard,Completed,6426.58,527.66,61.75
ORD0096588,CUST044547,2025-04-14,Debit Card,Standard,Completed,2762.98,373.04,97.32
ORD0096589,CUST023738,2025-02-22,Debit Card,Express,Completed,2872.87,448.07,148.41
ORD0096590,CUST038996,2024-07-15,Credit Card,Standard,Completed,109.74,8.16,43.49
ORD0096591,CUST045637,2025-07-03,Net Banking,Standard,Completed,2130.93,501.87,59.37
ORD0096592,CUST042306,2025-08-17,Net Banking,Express,Completed,6353.8,1079.82,192.11
ORD0096593,CUST013905,2025-04-15,Debit Card,Express,Completed,20260.85,1364.37,189.01
ORD0096594,CUST027501,2024-03-31,Net Banking,Express,Completed,2074.32,547.34,103.26
ORD0096595,CUST027063,2024-01-10,Credit Card,Standard,Cancelled,1476.65,405.72,68.56
ORD0096596,CUST016085,2024-07-06,Debit Card,Standard,Completed,1145.28,135.2,80.0
ORD0096597,CUST023304,2024-08-27,UPI,Express,Completed,8373.2,1121.91,123.25
ORD0096598,CUST014497,2024-04-23,Credit Card,Standard,Completed,5989.71,540.38,80.8
ORD0096599,CUST040095,2025-09-11,COD,Standard,Completed,344.24,77.56,66.0
ORD0096600,CUST046490,2024-05-22,UPI,Express,Completed,14011.91,2302.65,137.73
ORD0096601,CUST021768,2024-09-08,Credit Card,Standard,Completed,2029.18,34.23,46.91
ORD0096602,CUST046462,2025-12-09,Credit Card,Same Day,Completed,1572.82,91.3,207.9
ORD0096603,CUST013658,2024-10-31,UPI,Standard,Completed,5674.78,437.9,58.27
ORD0096604,CUST031862,2024-04-24,Credit Card,Standard,Completed,6274.22,24.74,87.08
ORD0096605,CUST039427,2025-09-05,COD,Standard,Cancelled,3755.72,391.05,44.98
ORD0096606,CUST029888,2025-07-01,UPI,Express,Cancelled,2015.52,0.0,157.93
ORD0096607,CUST033937,2024-04-29,Wallet,Express,Cancelled,8967.02,1277.98,138.44
ORD0096608,CUST023624,2025-09-27,Credit Card,Express,Completed,1148.25,319.01,182.55
ORD0096609,CUST032934,2025-05-07,Net Banking,Standard,Completed,3803.33,278.5,47.94
ORD0096610,CUST034019,2024-06-04,Credit Card,Standard,Completed,4936.11,1110.52,54.89
ORD0096611,CUST042877,2025-10-18,COD,Standard,Completed,10508.61,577.74,72.9
ORD0096612,CUST004364,2024-12-06,Debit Card,Standard,Completed,13348.63,574.05,89.14
ORD0096613,CUST025980,2025-02-14,Wallet,Standard,Completed,4735.12,1057.09,75.69
ORD0096614,CUST024762,2024-04-22,UPI,Express,Completed,7021.23,1126.95,112.49
ORD0096615,CUST016396,2024-09-03,Debit Card,Standard,Completed,11820.93,400.4,50.21
ORD0096616,CUST020367,2025-04-07,UPI,Standard,Completed,1042.44,80.01,80.73
ORD0096617,CUST042178,2025-11-01,Wallet,Express,Completed,3163.98,81.54,119.12
ORD0096618,CUST012200,2024-01-06,UPI,Standard,Completed,2818.18,44.52,68.68
ORD0096619,CUST046204,2025-11-16,Net Banking,Standard,Completed,3888.09,118.67,81.68
ORD0096620,CUST027024,2025-05-18,Debit Card,Express,Completed,2235.9,336.4,103.35
ORD0096621,CUST033595,2025-09-15,Credit Card,Express,Completed,6127.73,259.66,189.51
ORD0096622,CUST039659,2025-08-03,Credit Card,Express,Completed,5176.68,357.77,189.97
ORD0096623,CUST041566,2025-03-23,UPI,Express,Completed,3108.06,288.2,153.5
ORD0096624,CUST040289,2025-06-22,UPI,Same Day,Completed,12995.51,1263.88,253.07
ORD0096625,CUST041555,2025-03-11,UPI,Standard,Completed,5152.38,253.2,46.28
ORD0096626,CUST016391,2025-12-13,UPI,Express,Completed,1976.02,406.74,92.85
ORD0096627,CUST046683,2024-01-16,Debit Card,Standard,Returned,738.09,96.74,98.25
ORD0096628,CUST043364,2024-11-23,UPI,Express,Completed,2419.7,66.48,105.32
ORD0096629,CUST020175,2024-11-28,Net Banking,Standard,Completed,6762.72,308.35,74.13
ORD0096630,CUST000328,2024-01-31,Credit Card,Standard,Completed,7150.95,799.97,59.39
ORD0096631,CUST023310,2024-10-31,COD,Standard,Completed,5702.22,580.03,76.27
ORD0096632,CUST024876,2024-08-18,Wallet,Standard,Completed,2088.28,54.82,85.31
ORD0096633,CUST031268,2025-08-10,UPI,Standard,Completed,2425.68,114.78,42.9
ORD0096634,CUST042104,2025-08-26,UPI,Standard,Completed,10698.02,2054.66,69.37
ORD0096635,CUST005194,2024-08-23,Wallet,Standard,Completed,1247.34,172.04,67.43
ORD0096636,CUST031745,2024-10-21,UPI,Standard,Completed,1660.2,439.54,87.29
ORD0096637,CUST004287,2024-01-22,Net Banking,Express,Completed,14073.16,1428.03,159.25
ORD0096638,CUST026170,2025-01-11,COD,Standard,Completed,3235.54,371.74,83.32
ORD0096639,CUST011253,2024-05-09,Credit Card,Express,Completed,7067.6,160.46,154.12
ORD0096640,CUST024033,2024-03-19,Debit Card,Express,Completed,4418.72,521.77,194.12
ORD0096641,CUST003802,2025-06-03,UPI,Standard,Completed,6253.47,514.69,67.44
ORD0096642,CUST009907,2025-04-27,Wallet,Standard,Completed,5436.48,350.43,71.54
ORD0096643,CUST047698,2024-03-12,Credit Card,Express,Completed,3067.39,45.8,91.7
ORD0096644,CUST021372,2024-02-08,Net Banking,Express,Completed,4661.26,356.51,136.19
ORD0096645,CUST002607,2025-03-24,UPI,Standard,Completed,2708.18,183.67,95.98
ORD0096646,CUST025074,2025-08-10,Credit Card,Standard,Completed,3072.68,119.97,85.24
ORD0096647,CUST004659,2025-07-28,Credit Card,Standard,Completed,12204.79,2155.7,90.92
ORD0096648,CUST015141,2025-08-30,Credit Card,Standard,Completed,614.82,85.18,53.23
ORD0096649,CUST014742,2024-10-27,Debit Card,Express,Completed,1284.37,212.46,162.0
ORD0096650,CUST032012,2025-07-02,UPI,Standard,Completed,7810.02,130.64,68.48
ORD0096651,CUST030027,2025-02-14,COD,Express,Cancelled,7825.32,1041.48,193.08
ORD0096652,CUST002701,2024-08-04,Wallet,Standard,Returned,555.84,0.0,40.6
ORD0096653,CUST039721,2024-11-30,UPI,Express,Completed,1052.58,285.34,185.62
ORD0096654,CUST013008,2024-01-03,Credit Card,Standard,Completed,539.9,132.73,74.55
ORD0096655,CUST019951,2024-07-25,UPI,Standard,Cancelled,2909.29,361.72,52.26
ORD0096656,CUST008392,2025-06-06,Credit Card,Standard,Completed,7242.5,801.88,74.17
ORD0096657,CUST046553,2025-11-05,COD,Standard,Completed,746.2,58.83,81.0
ORD0096658,CUST036834,2024-11-05,UPI,Same Day,Cancelled,2971.55,608.19,320.66
ORD0096659,CUST031605,2024-11-24,Debit Card,Standard,Completed,17402.46,4308.22,89.49
ORD0096660,CUST006941,2024-01-23,Credit Card,Express,Completed,1928.17,144.51,177.13
ORD0096661,CUST036380,2025-11-15,Debit Card,Same Day,Completed,3581.8,467.34,180.47
ORD0096662,CUST012865,2025-01-15,UPI,Express,Completed,35695.41,6994.75,105.98
ORD0096663,CUST046883,2025-07-03,Debit Card,Express,Completed,8068.92,1763.94,171.84
ORD0096664,CUST043706,2024-07-11,UPI,Standard,Cancelled,753.67,106.56,62.01
ORD0096665,CUST042228,2024-05-29,Net Banking,Standard,Completed,3810.62,574.46,47.61
ORD0096666,CUST010174,2024-01-28,Net Banking,Standard,Completed,2591.41,394.56,95.24
ORD0096667,CUST046092,2025-05-04,COD,Standard,Completed,18834.2,344.54,99.82
ORD0096668,CUST018639,2024-02-23,UPI,Express,Completed,609.21,72.78,199.92
ORD0096669,CUST040571,2025-07-11,Wallet,Same Day,Completed,218.14,23.6,188.21
ORD0096670,CUST039491,2025-08-10,Wallet,Express,Completed,4444.75,56.37,194.57
ORD0096671,CUST015387,2025-04-22,Wallet,Standard,Completed,10434.42,1470.6,70.27
ORD0096672,CUST019580,2024-08-28,UPI,Standard,Completed,5623.4,71.08,73.37
ORD0096673,CUST018440,2025-07-09,UPI,Standard,Completed,6857.02,1085.27,61.55
ORD0096674,CUST036548,2025-02-13,Credit Card,Same Day,Completed,4151.03,915.59,289.97
ORD0096675,CUST047497,2025-07-27,Credit Card,Standard,Completed,2896.06,344.44,62.6
ORD0096676,CUST038862,2024-12-15,UPI,Standard,Completed,2740.18,150.18,69.75
ORD0096677,CUST008306,2025-02-07,UPI,Standard,Completed,1180.57,6.09,50.29
ORD0096678,CUST044054,2025-01-31,COD,Same Day,Completed,3357.35,238.31,271.49
ORD0096679,CUST009143,2024-01-27,UPI,Express,Completed,1442.39,224.66,153.54
ORD0096680,CUST027716,2025-06-22,Wallet,Standard,Completed,7816.21,1112.68,77.79
ORD0096681,CUST039063,2024-10-25,Credit Card,Express,Completed,3182.11,282.01,198.49
ORD0096682,CUST041723,2024-05-13,UPI,Standard,Completed,25815.28,3092.31,93.56
ORD0096683,CUST042243,2024-07-15,Credit Card,Same Day,Completed,3183.18,119.6,300.07
ORD0096684,CUST010948,2025-01-29,Credit Card,Standard,Completed,938.3,124.21,83.55
ORD0096685,CUST000793,2024-11-23,Debit Card,Express,Cancelled,1780.2,310.44,160.66
ORD0096686,CUST018081,2025-06-17,Debit Card,Same Day,Returned,15404.52,772.65,249.04
ORD0096687,CUST048064,2024-11-03,Credit Card,Same Day,Completed,2363.17,500.26,338.74
ORD0096688,CUST035291,2025-06-07,UPI,Standard,Completed,1207.48,92.08,51.66
ORD0096689,CUST028387,2025-03-22,Net Banking,Express,Completed,1014.63,231.87,131.07
ORD0096690,CUST039684,2024-06-09,COD,Standard,Completed,2076.32,583.75,77.87
ORD0096691,CUST014183,2024-11-19,Wallet,Standard,Completed,7209.43,1002.93,42.22
ORD0096692,CUST023310,2025-07-23,COD,Standard,Completed,8822.57,581.47,54.69
ORD0096693,CUST015965,2025-03-03,UPI,Express,Completed,11224.0,1392.74,108.91
ORD0096694,CUST016162,2025-04-07,UPI,Express,Completed,430.42,98.4,93.95
ORD0096695,CUST000062,2025-01-13,Credit Card,Express,Completed,2526.18,219.52,124.44
ORD0096696,CUST020858,2025-11-20,Wallet,Express,Completed,26586.1,935.24,111.34
ORD0096697,CUST039058,2024-07-04,Debit Card,Standard,Cancelled,645.34,139.28,73.55
ORD0096698,CUST013011,2024-09-24,Credit Card,Express,Completed,1999.25,87.72,181.28
ORD0096699,CUST032454,2025-03-07,Debit Card,Standard,Completed,4711.93,594.89,48.13
ORD0096700,CUST034510,2024-05-28,Debit Card,Standard,Completed,4862.92,181.43,92.52
ORD0096701,CUST034918,2024-02-15,Net Banking,Standard,Completed,1581.78,264.29,79.67
ORD0096702,CUST025711,2025-01-28,Debit Card,Standard,Completed,4315.27,499.93,95.85
ORD0096703,CUST001548,2025-02-15,Debit Card,Same Day,Completed,2947.58,590.02,304.67
ORD0096704,CUST028161,2025-06-17,UPI,Standard,Completed,6035.55,553.83,84.33
ORD0096705,CUST039984,2025-09-15,Credit Card,Standard,Completed,800.38,14.94,92.68
ORD0096706,CUST026463,2025-03-07,UPI,Standard,Completed,3465.57,222.98,87.09
ORD0096707,CUST039486,2024-03-21,Wallet,Express,Completed,6650.19,379.67,97.02
ORD0096708,CUST018724,2025-03-11,Credit Card,Same Day,Returned,4222.47,265.45,185.41
ORD0096709,CUST022420,2024-06-09,Credit Card,Standard,Completed,12050.95,337.52,87.59
ORD0096710,CUST032886,2025-05-26,UPI,Express,Completed,2125.02,431.31,195.21
ORD0096711,CUST037020,2025-05-13,COD,Standard,Completed,9605.75,489.83,61.17
ORD0096712,CUST032280,2024-11-14,UPI,Standard,Completed,764.16,0.0,90.69
ORD0096713,CUST014225,2024-06-07,Net Banking,Same Day,Completed,16016.99,700.86,342.34
ORD0096714,CUST013875,2025-01-28,Credit Card,Express,Returned,1174.91,0.0,184.7
ORD0096715,CUST007962,2025-12-10,UPI,Express,Completed,1618.56,378.66,180.95
ORD0096716,CUST045666,2025-06-17,UPI,Standard,Completed,4268.28,490.83,59.18
ORD0096717,CUST005063,2025-10-16,Net Banking,Express,Returned,2277.18,271.17,120.72
ORD0096718,CUST025165,2024-05-30,Credit Card,Standard,Completed,22426.56,620.68,71.98
ORD0096719,CUST019211,2025-08-16,UPI,Standard,Completed,1983.46,169.93,51.36
ORD0096720,CUST025693,2025-03-08,UPI,Express,Completed,22593.52,1108.44,107.88
ORD0096721,CUST032343,2024-05-14,Wallet,Standard,Completed,1220.54,241.26,73.75
ORD0096722,CUST043128,2024-02-01,Net Banking,Standard,Completed,7608.12,1073.57,70.07
ORD0096723,CUST016018,2025-02-23,Debit Card,Standard,Completed,3998.05,905.83,96.72
ORD0096724,CUST018674,2024-02-23,UPI,Standard,Completed,2557.64,68.92,96.92
ORD0096725,CUST026962,2024-07-07,UPI,Express,Cancelled,10438.72,913.88,141.73
ORD0096726,CUST007941,2024-12-24,Credit Card,Standard,Completed,5167.01,1253.55,94.17
ORD0096727,CUST034770,2025-01-27,UPI,Standard,Completed,13939.58,2070.68,62.4
ORD0096728,CUST044771,2025-04-16,COD,Standard,Completed,8067.68,34.54,78.24
ORD0096729,CUST023153,2024-10-21,Credit Card,Standard,Cancelled,3251.79,228.72,85.96
ORD0096730,CUST046425,2025-08-07,Wallet,Standard,Completed,12626.38,1113.61,95.47
ORD0096731,CUST004375,2025-06-11,Wallet,Standard,Completed,11407.75,2120.85,65.3
ORD0096732,CUST020389,2025-08-11,UPI,Standard,Completed,8276.58,877.08,48.79
ORD0096733,CUST024513,2024-12-24,UPI,Standard,Completed,4290.12,0.0,75.92
ORD0096734,CUST041231,2024-04-16,UPI,Standard,Completed,5768.0,1105.6,70.81
ORD0096735,CUST031338,2025-09-11,Wallet,Express,Completed,535.74,72.57,171.17
ORD0096736,CUST007469,2025-01-24,Credit Card,Express,Completed,4105.55,939.63,155.43
ORD0096737,CUST028642,2025-11-19,Debit Card,Standard,Completed,1670.65,223.12,45.61
ORD0096738,CUST000185,2024-12-15,Debit Card,Standard,Completed,497.01,35.26,59.66
ORD0096739,CUST039553,2025-10-01,COD,Express,Completed,338.59,92.41,178.74
ORD0096740,CUST014604,2025-06-11,UPI,Standard,Completed,5741.41,146.0,60.57
ORD0096741,CUST002487,2025-09-02,Credit Card,Express,Completed,3566.84,713.92,152.91
ORD0096742,CUST000905,2025-11-24,Credit Card,Standard,Completed,5064.8,907.14,46.81
ORD0096743,CUST018015,2024-09-11,Credit Card,Express,Completed,1390.75,133.18,177.24
ORD0096744,CUST026391,2024-09-26,Wallet,Standard,Completed,878.48,75.62,60.88
